timestamp,speed_kmh,rpm,gear,throttle_position,engine_temp,oil_temp,oil_pressure,fuel_level,battery_voltage,latitude,longitude,driving_mode
2025-12-30T08:16:33.204702+00:00,49.6,1622,3,42.4,88.9,90.5,2.28,85.0,14.2,48.836964,9.152216,city
2025-12-30T08:16:34.793214+00:00,49.6,1809,3,19.1,89.1,90.9,2.35,85.0,14.2,48.837087,9.152239,city
2025-12-30T08:16:36.414099+00:00,49.6,1783,3,13.4,89.7,91.4,2.38,85.0,14.2,48.837211,9.152262,city
2025-12-30T08:16:38.009742+00:00,49.6,1762,3,18.2,89.8,91.9,2.42,85.0,14.2,48.837333,9.152291,city
2025-12-30T08:16:39.626386+00:00,49.6,1631,3,13.5,90.0,92.1,2.33,85.0,14.2,48.837456,9.15232,city
2025-12-30T08:16:41.243764+00:00,49.6,1670,3,19.1,90.4,92.5,2.34,85.0,14.2,48.837579,9.152344,city
2025-12-30T08:16:42.871544+00:00,49.6,1791,3,17.9,90.7,93.0,2.49,85.0,14.2,48.837702,9.152367,city
2025-12-30T08:16:44.471671+00:00,49.6,1665,3,20.0,91.0,93.3,2.28,85.0,14.2,48.837824,9.152394,city
2025-12-30T08:16:46.066146+00:00,49.6,1769,3,19.9,90.8,93.4,2.47,85.0,14.2,48.837948,9.152417,city
2025-12-30T08:16:47.668866+00:00,49.6,1750,3,10.0,90.8,93.6,2.45,85.0,14.2,48.838071,9.152437,city
2025-12-30T08:16:49.265443+00:00,49.6,1686,3,19.9,91.1,93.7,2.36,85.0,14.2,48.838194,9.152464,city
2025-12-30T08:16:50.853303+00:00,49.6,1808,3,16.3,90.9,94.0,2.31,85.0,14.2,48.838316,9.15249,city
2025-12-30T08:16:52.442493+00:00,49.6,1638,3,18.6,91.0,94.1,2.25,85.0,14.2,48.838439,9.152516,city
2025-12-30T08:16:54.029613+00:00,49.6,1787,3,12.5,91.3,94.3,2.34,85.0,14.2,48.838562,9.152536,city
2025-12-30T08:16:55.628124+00:00,49.6,1683,3,15.1,91.6,94.5,2.39,85.0,14.2,48.838686,9.152558,city
2025-12-30T08:16:57.229302+00:00,49.6,1695,3,11.2,91.7,94.6,2.45,85.0,14.2,48.838809,9.152578,city
2025-12-30T08:16:58.851643+00:00,49.6,1721,3,10.8,92.0,94.7,2.4,85.0,14.2,48.838932,9.152597,city
2025-12-30T08:17:00.493040+00:00,49.6,1662,3,15.1,92.2,94.9,2.41,85.0,14.2,48.839056,9.152616,city
2025-12-30T08:17:02.118874+00:00,49.6,1763,3,11.9,92.3,95.2,2.46,85.0,14.2,48.839179,9.15263,city
2025-12-30T08:17:03.743812+00:00,49.6,1710,3,12.9,92.3,95.5,2.32,85.0,14.2,48.839303,9.152641,city
2025-12-30T08:17:05.333542+00:00,79.6,4616,3,100.0,93.6,98.0,3.27,84.9,14.2,48.839502,9.152662,sport
2025-12-30T08:17:06.935231+00:00,109.6,2692,5,100.0,94.5,99.4,2.8,84.9,14.2,48.839776,9.152677,sport
2025-12-30T08:17:08.507890+00:00,139.6,2699,6,100.0,95.5,100.9,2.6,84.9,14.2,48.840124,9.152711,sport
2025-12-30T08:17:10.110019+00:00,169.6,4172,6,100.0,96.5,102.6,3.1,84.9,14.2,48.840548,9.152738,sport
2025-12-30T08:17:11.721430+00:00,196.7,5516,6,68.0,97.8,104.7,3.56,84.9,14.2,48.84104,9.152773,sport
2025-12-30T08:17:13.352192+00:00,196.7,5385,6,15.5,99.1,106.5,3.55,84.9,14.2,48.841532,9.152795,sport
2025-12-30T08:17:14.995437+00:00,196.7,5514,6,12.1,100.4,108.1,3.64,84.9,14.2,48.842024,9.152794,sport
2025-12-30T08:17:16.633798+00:00,196.7,5511,6,19.7,101.3,109.6,3.57,84.9,14.2,48.842516,9.152805,sport
2025-12-30T08:17:18.425608+00:00,196.7,5515,6,15.0,101.9,111.1,3.56,84.9,14.2,48.843009,9.152814,sport
2025-12-30T08:17:20.092990+00:00,196.7,5442,6,15.6,102.3,112.2,3.64,84.9,14.2,48.843501,9.152812,sport
2025-12-30T08:17:21.733230+00:00,196.7,5467,6,18.3,103.2,113.5,3.53,84.9,14.2,48.843993,9.152823,sport
2025-12-30T08:17:23.538827+00:00,196.7,5406,6,14.7,103.7,114.6,3.64,84.9,14.2,48.844485,9.15284,sport
2025-12-30T08:17:25.375043+00:00,165.8,3851,6,0.0,103.7,114.9,3.17,84.9,14.2,48.8449,9.152835,sport
2025-12-30T08:17:27.178207+00:00,165.8,3886,6,15.5,103.6,115.4,3.1,84.9,14.2,48.845315,9.152813,sport
2025-12-30T08:17:28.933118+00:00,165.8,3904,6,14.6,103.8,116.0,3.07,84.9,14.2,48.845729,9.152778,sport
2025-12-30T08:17:30.662189+00:00,165.8,4040,6,16.3,104.0,116.6,3.14,84.9,14.2,48.846143,9.152727,sport
2025-12-30T08:17:32.484974+00:00,165.8,3919,6,15.0,104.2,117.0,3.17,84.9,14.2,48.846556,9.152667,sport
2025-12-30T08:17:34.213282+00:00,165.8,4024,6,10.9,104.1,117.5,3.12,84.9,14.2,48.846968,9.1526,sport
2025-12-30T08:17:35.853124+00:00,165.8,3929,6,18.4,104.2,117.9,3.16,84.9,14.2,48.847382,9.15254,sport
2025-12-30T08:17:37.457689+00:00,165.8,3884,6,16.8,104.3,118.3,3.13,84.9,14.2,48.847795,9.152493,sport
2025-12-30T08:17:39.066861+00:00,165.8,3952,6,12.7,104.5,118.4,3.04,84.9,14.2,48.848208,9.15243,sport
2025-12-30T08:17:40.730889+00:00,195.8,5307,6,78.7,105.1,119.1,3.63,84.9,14.2,48.848696,9.152366,sport
2025-12-30T08:17:42.335174+00:00,200.6,5597,6,36.7,105.5,119.5,3.67,84.9,14.2,48.849195,9.15228,sport
2025-12-30T08:17:43.971118+00:00,200.6,5538,6,16.7,106.0,120.0,3.66,84.9,14.2,48.849695,9.152211,sport
2025-12-30T08:17:45.575918+00:00,200.6,5655,6,13.8,106.4,120.4,3.75,84.9,14.2,48.850195,9.15214,sport
2025-12-30T08:17:47.169876+00:00,200.6,5702,6,19.6,106.7,120.7,3.62,84.9,14.2,48.850695,9.15207,sport
2025-12-30T08:17:48.813619+00:00,200.6,5562,6,13.3,106.6,120.9,3.57,84.9,14.2,48.851194,9.151985,sport
2025-12-30T08:17:50.451779+00:00,200.6,5516,6,15.1,106.9,121.2,3.61,84.9,14.2,48.851693,9.151906,sport
2025-12-30T08:17:52.045278+00:00,200.6,5604,6,19.6,107.0,121.6,3.73,84.9,14.2,48.852193,9.151833,sport
2025-12-30T08:17:53.649364+00:00,200.6,5635,6,17.1,107.4,121.9,3.66,84.9,14.2,48.852694,9.15178,sport
2025-12-30T08:17:55.251302+00:00,200.6,5599,6,12.5,107.4,122.0,3.72,84.9,14.2,48.853194,9.151715,sport
2025-12-30T08:17:56.856143+00:00,200.6,5518,6,19.8,107.6,122.1,3.63,84.9,14.2,48.853693,9.15163,sport
2025-12-30T08:17:58.439201+00:00,200.6,5548,6,10.6,107.6,122.1,3.68,84.9,14.2,48.85419,9.151529,sport
2025-12-30T08:18:00.039156+00:00,200.6,5663,6,17.3,107.4,122.3,3.66,84.9,14.2,48.85469,9.151449,sport
2025-12-30T08:18:01.633701+00:00,200.6,5630,6,16.8,107.4,122.4,3.69,84.9,14.2,48.855189,9.151378,sport
2025-12-30T08:18:03.230671+00:00,200.6,5577,6,15.7,107.4,122.5,3.68,84.9,14.2,48.85569,9.151315,sport
2025-12-30T08:18:04.820962+00:00,200.6,5618,6,19.4,107.1,122.5,3.72,84.9,14.2,48.856189,9.151235,sport
2025-12-30T08:18:06.433138+00:00,200.6,5585,6,11.8,107.0,122.5,3.75,84.9,14.2,48.856689,9.151167,sport
2025-12-30T08:18:08.038877+00:00,200.6,5597,6,15.7,107.0,122.5,3.64,84.9,14.2,48.857188,9.151078,sport
2025-12-30T08:18:09.666664+00:00,200.6,5608,6,19.7,107.1,122.4,3.76,84.9,14.2,48.857687,9.150999,sport
2025-12-30T08:18:11.275713+00:00,200.6,5514,6,11.3,107.2,122.5,3.56,84.9,14.2,48.858186,9.15092,sport
2025-12-30T08:18:12.888956+00:00,208.0,6009,6,40.4,107.1,122.8,3.78,84.9,14.2,48.858705,9.150858,sport
2025-12-30T08:18:14.506516+00:00,208.0,5881,6,11.3,107.4,122.8,3.77,84.9,14.2,48.859224,9.150799,sport
2025-12-30T08:18:16.117809+00:00,208.0,5979,6,11.9,107.4,122.8,3.86,84.9,14.2,48.859743,9.150733,sport
2025-12-30T08:18:17.718857+00:00,208.0,5949,6,13.9,107.7,122.8,3.71,84.9,14.2,48.86026,9.150645,sport
2025-12-30T08:18:19.317313+00:00,208.0,5884,6,18.1,107.7,123.0,3.82,84.9,14.2,48.860779,9.150575,sport
2025-12-30T08:18:20.896143+00:00,208.0,6042,6,18.3,107.8,123.1,3.91,84.9,14.2,48.861298,9.150522,sport
2025-12-30T08:18:22.546246+00:00,208.0,5916,6,19.0,108.0,123.3,3.77,84.9,14.2,48.861818,9.150477,sport
2025-12-30T08:18:24.189473+00:00,208.0,5966,6,13.6,108.1,123.3,3.72,84.9,14.2,48.862338,9.150423,sport
2025-12-30T08:18:25.818360+00:00,208.0,5897,6,14.1,107.8,123.7,3.77,84.9,14.2,48.862858,9.150389,sport
2025-12-30T08:18:27.501087+00:00,208.0,6060,6,18.1,107.6,123.8,3.73,84.9,14.2,48.863377,9.150329,sport
2025-12-30T08:18:29.150338+00:00,208.0,5887,6,19.8,107.3,124.0,3.78,84.9,14.2,48.863897,9.150293,sport
2025-12-30T08:18:30.810537+00:00,208.0,6013,6,17.0,107.6,124.2,3.81,84.9,14.2,48.864417,9.150267,sport
2025-12-30T08:18:32.423761+00:00,208.0,6040,6,16.9,107.6,124.3,3.72,84.9,14.2,48.864938,9.150265,sport
2025-12-30T08:18:34.059881+00:00,208.0,6052,6,16.3,107.8,124.2,3.87,84.9,14.2,48.865458,9.150265,sport
2025-12-30T08:18:35.652361+00:00,208.0,5869,6,17.9,107.7,124.2,3.76,84.9,14.2,48.865979,9.150285,sport
2025-12-30T08:18:37.262461+00:00,208.0,5988,6,14.1,107.8,124.4,3.83,84.9,14.2,48.866499,9.150283,sport
2025-12-30T08:18:38.834751+00:00,208.0,5869,6,18.4,107.8,124.2,3.68,84.8,14.2,48.86702,9.15028,sport
2025-12-30T08:18:40.408199+00:00,208.0,6020,6,12.8,107.6,124.3,3.8,84.8,14.2,48.867541,9.150282,sport
2025-12-30T08:18:42.017559+00:00,208.0,5941,6,17.4,107.7,124.3,3.69,84.8,14.2,48.868061,9.150298,sport
2025-12-30T08:18:43.621200+00:00,208.0,5998,6,18.2,107.7,124.5,3.75,84.8,14.2,48.868581,9.150323,sport
2025-12-30T08:18:45.230191+00:00,208.0,6062,6,15.7,107.9,124.6,3.91,84.8,14.2,48.869102,9.150343,sport
2025-12-30T08:18:46.819956+00:00,208.0,6061,6,12.9,107.8,124.7,3.88,84.8,14.2,48.869622,9.15035,sport
2025-12-30T08:18:48.430303+00:00,208.0,6012,6,15.8,107.9,124.6,3.8,84.8,14.2,48.870143,9.150366,sport
2025-12-30T08:18:50.028761+00:00,208.0,6025,6,10.4,107.7,124.6,3.77,84.8,14.2,48.870663,9.150369,sport
2025-12-30T08:18:51.740818+00:00,208.0,5897,6,15.1,107.4,124.7,3.8,84.8,14.2,48.871184,9.150386,sport
2025-12-30T08:18:53.339166+00:00,208.0,6025,6,19.4,107.5,124.8,3.78,84.8,14.2,48.871705,9.150387,sport
2025-12-30T08:18:54.923376+00:00,208.0,6036,6,18.4,107.4,124.7,3.86,84.8,14.2,48.872225,9.150409,sport
2025-12-30T08:18:56.532228+00:00,208.0,5880,6,13.2,107.2,124.9,3.81,84.8,14.2,48.872745,9.15045,sport
2025-12-30T08:18:58.193294+00:00,182.1,4803,6,0.0,107.1,124.8,3.49,84.8,14.2,48.8732,9.150469,sport
2025-12-30T08:18:59.935985+00:00,182.1,4746,6,14.7,106.8,124.8,3.41,84.8,14.2,48.873656,9.150483,sport
2025-12-30T08:19:01.554814+00:00,182.1,4688,6,13.6,106.8,124.7,3.46,84.8,14.2,48.874111,9.150491,sport
2025-12-30T08:19:03.165273+00:00,211.2,6176,6,70.8,106.9,124.8,3.83,84.8,14.2,48.87464,9.150492,sport
2025-12-30T08:19:04.750331+00:00,171.2,4256,6,0.0,106.9,124.4,3.21,84.8,14.2,48.875068,9.150515,sport
2025-12-30T08:19:06.370048+00:00,149.0,3242,6,0.0,106.4,123.9,2.79,84.8,14.2,48.87544,9.15055,sport
2025-12-30T08:19:07.968874+00:00,149.0,3229,6,11.7,106.4,123.7,2.9,84.8,14.2,48.875812,9.150581,sport
2025-12-30T08:19:09.679363+00:00,149.0,3192,6,18.0,106.2,123.3,2.86,84.8,14.2,48.876185,9.1506,sport
2025-12-30T08:19:11.283325+00:00,149.0,3054,6,15.1,105.9,123.0,2.76,84.8,14.2,48.876558,9.150608,sport
2025-12-30T08:19:12.961221+00:00,149.0,3240,6,17.2,105.5,122.9,2.85,84.8,14.2,48.876931,9.150633,sport
2025-12-30T08:19:14.714116+00:00,149.0,3133,6,19.8,105.2,122.6,2.86,84.8,14.2,48.877303,9.150652,sport
2025-12-30T08:19:16.289261+00:00,149.0,3171,6,19.5,105.4,122.4,2.85,84.8,14.2,48.877676,9.150662,sport
2025-12-30T08:19:17.906659+00:00,149.0,3183,6,19.5,105.2,122.1,2.84,84.8,14.2,48.878049,9.150689,sport
2025-12-30T08:19:19.497738+00:00,149.0,3240,6,16.7,105.1,122.1,2.89,84.8,14.2,48.878421,9.150721,sport
2025-12-30T08:19:21.080588+00:00,149.0,3217,6,12.1,105.1,121.9,2.82,84.8,14.2,48.878794,9.150738,sport
2025-12-30T08:19:22.686828+00:00,149.0,3209,6,16.5,104.9,121.8,2.94,84.8,14.2,48.879166,9.150754,sport
2025-12-30T08:19:24.288307+00:00,149.0,3229,6,10.2,105.0,121.8,2.89,84.8,14.2,48.879539,9.150785,sport
2025-12-30T08:19:25.903894+00:00,149.0,3123,6,12.1,104.6,121.5,2.87,84.8,14.2,48.879911,9.150811,sport
2025-12-30T08:19:27.490833+00:00,149.0,3198,6,13.2,104.6,121.4,2.95,84.8,14.2,48.880284,9.150827,sport
2025-12-30T08:19:29.096226+00:00,149.0,3135,6,14.0,104.8,121.5,2.78,84.8,14.2,48.880657,9.150853,sport
2025-12-30T08:19:30.695844+00:00,149.0,3148,6,12.8,104.6,121.2,2.78,84.8,14.2,48.881028,9.150897,sport
2025-12-30T08:19:32.314398+00:00,149.0,3220,6,17.8,104.3,121.0,2.96,84.8,14.2,48.881399,9.150954,sport
2025-12-30T08:19:33.911493+00:00,149.0,3200,6,18.3,104.2,120.9,2.9,84.8,14.2,48.881772,9.150992,sport
2025-12-30T08:19:35.547487+00:00,149.0,3081,6,14.4,104.1,120.8,2.86,84.8,14.2,48.882143,9.151048,sport
2025-12-30T08:19:37.148999+00:00,149.0,3222,6,17.6,104.3,120.5,2.84,84.8,14.2,48.882515,9.15109,sport
2025-12-30T08:19:38.732579+00:00,149.0,3209,6,16.7,104.1,120.5,2.9,84.8,14.2,48.882886,9.151132,sport
2025-12-30T08:19:40.332742+00:00,149.0,3121,6,17.5,104.1,120.7,2.8,84.8,14.2,48.883258,9.151184,sport
2025-12-30T08:19:41.931859+00:00,149.0,3148,6,11.1,104.4,120.7,2.84,84.8,14.2,48.883629,9.15123,sport
2025-12-30T08:19:43.538451+00:00,149.0,3093,6,10.4,104.1,120.8,2.85,84.8,14.2,48.884,9.151295,sport
2025-12-30T08:19:45.146716+00:00,149.0,3088,6,15.4,103.8,120.7,2.83,84.8,14.2,48.884371,9.151353,sport
2025-12-30T08:19:46.725189+00:00,149.0,3117,6,14.5,103.8,120.6,2.81,84.8,14.2,48.884743,9.151398,sport
2025-12-30T08:19:48.354278+00:00,149.0,3074,6,18.0,103.8,120.6,2.86,84.8,14.2,48.885115,9.151438,sport
2025-12-30T08:19:49.951016+00:00,149.0,3225,6,11.2,103.8,120.8,2.89,84.8,14.2,48.885486,9.151486,sport
2025-12-30T08:19:51.550789+00:00,149.0,3173,6,11.0,104.0,120.7,2.8,84.8,14.2,48.885858,9.15153,sport
2025-12-30T08:19:53.161356+00:00,149.0,3158,6,14.3,103.9,120.6,2.83,84.8,14.2,48.88623,9.151572,sport
2025-12-30T08:19:54.752778+00:00,149.0,3080,6,13.0,103.8,120.6,2.81,84.8,14.2,48.886602,9.151616,sport
2025-12-30T08:19:56.405569+00:00,149.0,3113,6,19.6,104.1,120.8,2.74,84.8,14.2,48.886973,9.151661,sport
2025-12-30T08:19:58.000057+00:00,149.0,3045,6,17.6,104.0,120.5,2.85,84.8,14.2,48.887345,9.151715,sport
2025-12-30T08:19:59.643813+00:00,149.0,3109,6,11.9,104.0,120.5,2.86,84.8,14.2,48.887715,9.151776,sport
2025-12-30T08:20:01.243351+00:00,149.0,3227,6,11.7,104.1,120.3,2.97,84.8,14.2,48.888085,9.151854,sport
2025-12-30T08:20:02.871306+00:00,149.0,3158,6,17.2,104.4,120.4,2.84,84.8,14.2,48.888455,9.151922,sport
2025-12-30T08:20:04.483627+00:00,149.0,3212,6,14.0,104.5,120.2,2.92,84.8,14.2,48.888824,9.152007,sport
2025-12-30T08:20:06.103724+00:00,149.0,3152,6,11.5,104.4,120.3,2.92,84.8,14.2,48.889192,9.152097,sport
2025-12-30T08:20:07.716777+00:00,149.0,3244,6,10.6,104.2,120.3,2.87,84.8,14.2,48.88956,9.152191,sport
2025-12-30T08:20:09.331942+00:00,149.0,3165,6,10.0,104.4,120.4,2.91,84.8,14.2,48.889927,9.15229,sport
2025-12-30T08:20:10.923745+00:00,149.0,3118,6,11.0,104.3,120.3,2.89,84.8,14.2,48.890295,9.152377,sport
2025-12-30T08:20:12.521745+00:00,156.3,3518,6,40.3,104.6,120.4,3.06,84.8,14.2,48.890683,9.152459,sport
2025-12-30T08:20:14.137388+00:00,186.3,4845,6,75.6,104.7,120.8,3.5,84.8,14.2,48.891143,9.152573,sport
2025-12-30T08:20:15.733930+00:00,188.9,5048,6,33.6,104.7,120.8,3.5,84.8,14.2,48.891612,9.152666,sport
2025-12-30T08:20:17.342232+00:00,188.9,4977,6,18.8,104.9,120.9,3.52,84.8,14.2,48.89208,9.152763,sport
2025-12-30T08:20:18.935246+00:00,188.9,5072,6,12.3,105.3,121.2,3.52,84.8,14.2,48.892549,9.152861,sport
2025-12-30T08:20:20.533678+00:00,188.9,5132,6,15.1,105.3,121.5,3.58,84.8,14.2,48.893017,9.152962,sport
2025-12-30T08:20:22.124540+00:00,188.9,5118,6,11.5,105.5,121.5,3.52,84.8,14.2,48.893484,9.153074,sport
2025-12-30T08:20:23.710149+00:00,188.9,4972,6,13.4,105.7,121.5,3.55,84.8,14.2,48.893949,9.153197,sport
2025-12-30T08:20:25.318788+00:00,188.9,5029,6,12.5,106.1,121.5,3.55,84.8,14.2,48.894416,9.153316,sport
2025-12-30T08:20:26.940524+00:00,188.9,5130,6,19.1,106.3,121.5,3.58,84.7,14.2,48.894883,9.153424,sport
2025-12-30T08:20:28.514805+00:00,188.9,4988,6,17.4,106.6,121.7,3.5,84.7,14.2,48.89535,9.153538,sport
2025-12-30T08:20:30.108711+00:00,188.9,5045,6,13.4,106.4,122.0,3.49,84.7,14.2,48.895819,9.153626,sport
2025-12-30T08:20:31.686276+00:00,188.9,5145,6,12.1,106.3,122.0,3.42,84.7,14.2,48.896289,9.153711,sport
2025-12-30T08:20:33.283892+00:00,188.9,4961,6,13.5,106.6,122.0,3.43,84.7,14.2,48.896758,9.153798,sport
2025-12-30T08:20:34.880250+00:00,188.9,5043,6,11.4,106.9,122.1,3.41,84.7,14.2,48.897227,9.153888,sport
2025-12-30T08:20:36.514440+00:00,188.9,5041,6,14.2,107.1,122.1,3.51,84.7,14.2,48.897696,9.153971,sport
2025-12-30T08:20:38.113058+00:00,188.9,4978,6,16.1,107.0,122.0,3.42,84.7,14.2,48.898166,9.154048,sport
2025-12-30T08:20:39.747161+00:00,188.9,5077,6,14.3,107.0,122.0,3.42,84.7,14.2,48.898637,9.154119,sport
2025-12-30T08:20:41.400462+00:00,188.9,5037,6,18.8,107.2,122.2,3.42,84.7,14.2,48.899108,9.154174,sport
2025-12-30T08:20:42.997071+00:00,188.9,5105,6,10.2,107.2,122.2,3.58,84.7,14.2,48.89958,9.154213,sport
2025-12-30T08:20:44.581083+00:00,188.9,5122,6,10.3,107.3,122.5,3.59,84.7,14.2,48.900052,9.15425,sport
2025-12-30T08:20:46.185579+00:00,188.9,5002,6,13.8,107.0,122.6,3.54,84.7,14.2,48.900524,9.154305,sport
2025-12-30T08:20:47.820995+00:00,188.9,5153,6,18.3,106.9,122.7,3.61,84.7,14.2,48.900994,9.154381,sport
2025-12-30T08:20:49.420591+00:00,188.9,5053,6,14.4,107.1,123.0,3.46,84.7,14.2,48.901465,9.154449,sport
2025-12-30T08:20:51.025699+00:00,188.9,5029,6,14.1,107.3,123.1,3.39,84.7,14.2,48.901936,9.154504,sport
2025-12-30T08:20:52.621049+00:00,188.9,4982,6,13.8,107.0,123.1,3.48,84.7,14.2,48.902407,9.15457,sport
2025-12-30T08:20:54.230101+00:00,188.9,5108,6,12.0,107.3,123.0,3.59,84.7,14.2,48.902878,9.154614,sport
2025-12-30T08:20:55.850855+00:00,188.9,5114,6,14.7,107.0,123.0,3.5,84.7,14.2,48.903351,9.154653,sport
2025-12-30T08:20:57.464954+00:00,205.2,5750,6,52.8,106.9,123.2,3.7,84.7,14.2,48.903864,9.154672,sport
2025-12-30T08:20:59.051845+00:00,205.2,5742,6,10.7,107.3,123.2,3.77,84.7,14.2,48.904377,9.154664,sport
2025-12-30T08:21:00.634768+00:00,205.2,5926,6,16.3,107.1,123.3,3.8,84.7,14.2,48.904891,9.154652,sport
2025-12-30T08:21:02.280545+00:00,205.2,5754,6,11.7,106.9,123.3,3.71,84.7,14.2,48.905404,9.154615,sport
2025-12-30T08:21:03.882161+00:00,205.2,5787,6,18.7,106.8,123.3,3.68,84.7,14.2,48.905916,9.154571,sport
2025-12-30T08:21:05.481846+00:00,205.2,5749,6,10.7,106.7,123.6,3.77,84.7,14.2,48.906429,9.154529,sport
2025-12-30T08:21:07.054144+00:00,205.2,5806,6,14.0,106.9,123.7,3.75,84.7,14.2,48.906941,9.154472,sport
2025-12-30T08:21:08.669615+00:00,205.2,5753,6,12.1,107.0,123.9,3.71,84.7,14.2,48.907452,9.154402,sport
2025-12-30T08:21:10.277932+00:00,205.2,5905,6,12.1,107.0,124.0,3.73,84.7,14.2,48.907965,9.154357,sport
2025-12-30T08:21:11.907523+00:00,205.2,5915,6,14.7,107.1,124.1,3.8,84.7,14.2,48.908478,9.154335,sport
2025-12-30T08:21:13.524921+00:00,205.2,5835,6,12.4,106.9,124.2,3.7,84.7,14.2,48.908992,9.154331,sport
